week,player_id,name,position,team_abbrev,tier,espn_projection,yahoo_projection,matchup_factor,projection_confidence
1,1065,Aaron Jones,RB,SF,depth,7.0,7.3,1.05,0.6664353131512317
1,1066,Mike Evans,WR,SF,starter,15.5,14.3,0.95,0.7336381550186488
1,1067,Mike Evans,WR,SF,wr2,6.9,6.4,0.89,0.7964013854950194
1,1068,DeAndre Hopkins Jr.,WR,SF,depth,6.2,5.7,0.94,0.6748260203448795
1,1069,Keenan Allen,WR,SF,depth,7.0,7.6,0.87,0.9452912189984761
1,1070,Keenan Allen,WR,SF,depth,4.7,4.7,0.87,0.8522028049191622
1,1071,Cooper Kupp,WR,SF,depth,5.5,5.7,1.03,0.6415898358770392
1,1072,Dallas Goedert,TE,SF,starter,12.5,12.1,0.83,0.9425372503347291
1,1073,Darren Waller Sr.,TE,SF,backup,4.9,4.5,0.89,0.7872323764704378
1,1074,DeShawn Andrews,TE,SF,backup,4.0,3.7,0.98,0.6711697613666664
1,1075,Kirk Cousins,QB,MIA,starter,23.6,23.5,0.84,0.7465942298163328
1,1076,Michael Rodgers,QB,MIA,backup,13.6,12.5,1.17,0.648026622576238
1,1077,Justin Herbert,QB,MIA,backup,17.0,17.6,0.99,0.695778908984863
1,1078,Dalvin Cook,RB,MIA,starter,14.7,13.3,0.87,0.740980612248844
1,1079,Michael Henry,RB,MIA,rb2,12.6,11.8,0.85,0.7275016097567052
1,1080,Dalvin Cook,RB,MIA,depth,5.8,5.9,0.98,0.7596165233554676
1,1081,CeeDee Lamb,WR,MIA,starter,10.7,9.8,0.84,0.6530870553501477
1,1082,Stefon Diggs,WR,MIA,wr2,7.6,7.7,1.19,0.7721825439192678
1,1083,Cooper Kupp,WR,MIA,depth,8.2,7.7,1.04,0.9323213753583041
1,1084,Mike Evans,WR,MIA,depth,2.2,2.1,0.93,0.6315280267118346
1,1085,Brandon Brown,WR,MIA,depth,2.8,2.6,0.97,0.9206299732753771
1,1086,CeeDee Lamb Jr.,WR,MIA,depth,4.3,4.6,0.81,0.7109675078006343
1,1087,DK Metcalf,WR,MIA,depth,3.0,2.8,1.06,0.8971642463756517
1,1088,T.J. Hockenson,TE,MIA,starter,10.9,10.7,0.94,0.8330220855781538
1,1089,George Kittle Jr.,TE,MIA,backup,5.1,5.4,1.18,0.6178146099343093
1,1090,David Njoku,TE,MIA,backup,3.0,2.9,1.03,0.8327116547384994
1,1091,Trevor Lawrence,QB,CIN,starter,22.8,24.4,0.96,0.9170182074305029
1,1092,Russell Wilson,QB,CIN,backup,9.3,10.1,0.9,0.9331912174344247
1,1093,Alvin Kamara,RB,CIN,starter,16.2,17.7,0.95,0.9165132228272049
1,1094,Austin Ekeler II,RB,CIN,rb2,14.7,13.6,1.15,0.7882400144684721
1,1095,Jordan Chubb,RB,CIN,depth,3.6,3.5,1.04,0.6639759910727188
1,1096,Davante Adams,WR,CIN,starter,20.2,22.1,1.13,0.8365928570560888
1,1097,DK Metcalf,WR,CIN,wr2,12.3,11.3,1.02,0.764793670219366
1,1098,Mike Evans,WR,CIN,depth,7.3,6.7,1.16,0.7878182389798973
1,1099,Tyler Hopkins,WR,CIN,depth,5.9,5.7,1.07,0.610426474989701
1,1100,A.J. Brown,WR,CIN,depth,3.2,3.2,1.0,0.7247829611814577
1,1101,DeShawn Diggs,WR,CIN,depth,8.0,8.7,1.08,0.6075795364260114
1,1102,Stefon Diggs,WR,CIN,depth,5.6,5.4,1.12,0.7732631665068456
1,1103,Dallas Goedert,TE,CIN,starter,7.2,7.6,0.81,0.8949836425297407
1,1104,Jordan Andrews,TE,CIN,backup,2.0,2.0,1.03,0.8027233707300351
1,1105,Tyler Goedert,TE,CIN,backup,4.2,4.0,0.81,0.8290553087680874
1,1106,Jalen Hurts,QB,NYJ,starter,26.4,26.3,0.9,0.7367195220818092
1,1107,Justin Herbert,QB,NYJ,backup,12.2,11.9,0.94,0.9119179601509408
1,1108,Austin Ekeler,RB,NYJ,starter,17.3,19.1,1.0,0.808322758797185
1,1109,Jonathan Taylor,RB,NYJ,rb2,17.4,16.1,1.06,0.6307278568205948
1,1110,Nick Chubb Sr.,RB,NYJ,depth,5.9,5.7,0.94,0.7150301205265536
1,1111,DK Metcalf,WR,NYJ,starter,20.1,20.6,0.92,0.8756737929406246
1,1112,Brandon Adams,WR,NYJ,wr2,15.5,14.0,1.09,0.7406810832519554
1,1113,Davante Adams Jr.,WR,NYJ,depth,1.8,1.7,0.88,0.6952678199004523
1,1114,Stefon Diggs,WR,NYJ,depth,2.3,2.4,0.95,0.7019199448751663
1,1115,Tyler Allen,WR,NYJ,depth,6.0,5.7,0.92,0.7385041610706511
1,1116,Darren Waller,TE,NYJ,starter,11.5,12.6,0.88,0.9114575544698955
1,1117,George Kittle,TE,NYJ,backup,6.4,6.5,1.01,0.8107009246644339
1,1118,Mark Andrews Sr.,TE,NYJ,backup,2.9,2.6,1.01,0.6651306217279981
1,1119,Russell Wilson,QB,MIN,starter,28.0,30.7,0.98,0.7501181441737416
1,1120,Josh Allen II,QB,MIN,backup,20.5,21.0,1.19,0.7936418541697117
1,1121,Aaron Jones,RB,MIN,starter,19.9,19.3,1.18,0.7365951210888814
1,1122,Dalvin Cook,RB,MIN,rb2,10.0,10.5,1.1,0.7162367071776673
1,1123,Saquon Barkley,RB,MIN,depth,7.8,7.5,0.99,0.9208815498065261
1,1124,Tyler Cook,RB,MIN,depth,4.6,4.3,1.19,0.6822545118134851
1,1125,DeShawn Ekeler,RB,MIN,depth,2.2,2.0,0.8,0.6261256240690711
1,1126,Tyreek Hill,WR,MIN,starter,11.9,13.0,0.88,0.910959643432728
1,1127,Cooper Kupp,WR,MIN,wr2,8.1,8.0,0.82,0.6254718006231368
1,1128,Tyler Brown,WR,MIN,depth,3.5,3.3,1.0,0.7203477922218812
1,1129,DK Metcalf Jr.,WR,MIN,depth,6.7,6.1,0.97,0.6563071201514274
1,1130,A.J. Brown,WR,MIN,depth,4.5,4.6,0.86,0.6973747909253251
1,1131,T.J. Hockenson,TE,MIN,starter,9.7,9.0,1.12,0.7476261716000624
1,1132,Darren Waller,TE,MIN,backup,6.2,5.7,1.07,0.9090853089480463
1,1133,Kirk Cousins,QB,JAX,starter,16.1,14.7,0.97,0.7178315529393736
1,1134,Lamar Jackson,QB,JAX,backup,10.2,10.6,1.05,0.8709289713643751
1,1135,Austin Ekeler,RB,JAX,starter,14.0,15.4,1.05,0.8014145364262093
1,1136,Jonathan Taylor III,RB,JAX,rb2,12.7,13.7,1.03,0.6187391265761061
1,1137,Jonathan Taylor,RB,JAX,depth,5.8,5.6,0.92,0.905349580259464
1,1138,Brandon Cook,RB,JAX,depth,6.8,7.4,1.02,0.6200558764573572
1,1139,Alvin Kamara,RB,JAX,depth,3.4,3.5,0.85,0.7997856460774445
1,1140,Cooper Kupp,WR,JAX,starter,10.9,10.5,0.96,0.7303544406679705
1,1141,Davante Adams,WR,JAX,wr2,12.0,11.4,1.13,0.7256994471911695
1,1142,Mike Evans,WR,JAX,depth,4.2,3.8,0.86,0.6031037041901646
1,1143,Brandon Kupp,WR,JAX,depth,3.2,3.4,1.05,0.8351424650419811
1,1144,Davante Adams,WR,JAX,depth,5.7,5.9,0.9,0.8165613982234111
1,1145,CeeDee Lamb,WR,JAX,depth,9.2,9.2,1.0,0.9475509804418342
1,1146,Mark Andrews,TE,JAX,starter,6.8,6.3,0.96,0.9270095797081328
1,1147,Dallas Goedert III,TE,JAX,backup,4.2,4.3,0.85,0.7451581020771589
1,1148,Pat Freiermuth II,TE,JAX,backup,4.7,5.1,0.87,0.7545854700451131
1,1149,Dak Prescott,QB,GB,starter,23.8,24.5,0.83,0.6470660839940361
1,1150,Lamar Jackson,QB,GB,backup,16.0,15.8,1.17,0.9179526947080178
1,1151,Dak Prescott,QB,GB,backup,8.5,8.0,0.85,0.8347345056169422
1,1152,Christian McCaffrey,RB,GB,starter,20.8,19.4,1.14,0.7045741032998846
1,1153,Brandon McCaffrey,RB,GB,rb2,8.2,7.4,0.9,0.6769497074465554
1,1154,Austin Ekeler,RB,GB,depth,6.1,5.8,1.09,0.9437031529669411
1,1155,Tyler Ekeler,RB,GB,depth,6.3,5.7,1.0,0.7244229554968135
1,1156,Austin Ekeler,RB,GB,depth,2.5,2.3,1.05,0.6433697976159566
1,1157,DK Metcalf,WR,GB,starter,14.3,15.2,1.02,0.9469781262562804
1,1158,CeeDee Lamb,WR,GB,wr2,11.7,12.6,0.96,0.7105899623973508
1,1159,CeeDee Lamb Jr.,WR,GB,depth,9.6,9.6,1.11,0.8570635649739393
1,1160,Cooper Kupp II,WR,GB,depth,4.8,5.1,1.0,0.9443278607399856
1,1161,DK Metcalf,WR,GB,depth,2.7,3.0,0.89,0.7281671187235774
1,1162,DeAndre Hopkins,WR,GB,depth,7.9,8.0,1.04,0.7421251734691419
1,1163,David Njoku,TE,GB,starter,6.4,6.8,0.89,0.8783025568263982
1,1164,Mark Andrews,TE,GB,backup,5.1,5.0,1.0,0.8821114284817702
1,1165,George Kittle III,TE,GB,backup,1.7,1.7,0.85,0.7244487293666181
1,1166,Russell Wilson,QB,DET,starter,23.3,23.7,1.19,0.9385476927039882
1,1167,Brandon Prescott,QB,DET,backup,7.1,7.3,0.85,0.822255683917381
1,1168,Jonathan Taylor,RB,DET,starter,11.5,10.9,1.0,0.8480585083187104
1,1169,Austin Ekeler,RB,DET,rb2,15.9,14.9,1.19,0.8614396560513209
1,1170,Marcus Kamara,RB,DET,depth,7.6,7.1,1.07,0.8688945230636298
1,1171,Davante Adams,WR,DET,starter,8.3,7.9,0.85,0.605462754882545
1,1172,Cooper Kupp,WR,DET,wr2,14.1,15.0,1.05,0.8930976258716102
1,1173,A.J. Brown II,WR,DET,depth,4.7,5.1,1.03,0.7553546303049676
1,1174,Tyreek Hill,WR,DET,depth,2.2,2.0,0.81,0.7128412629542181
1,1175,Marcus Metcalf,WR,DET,depth,6.2,6.4,1.07,0.7142071412486813
1,1176,Keenan Allen,WR,DET,depth,3.9,3.5,1.16,0.6578683929110399
1,1177,Evan Engram,TE,DET,starter,10.6,10.2,0.89,0.6743055399176723
1,1178,Tyler Goedert,TE,DET,backup,5.9,5.5,0.85,0.7886828634099251
1,1179,Evan Engram,TE,DET,backup,3.2,2.9,0.93,0.7313162791899439
1,1180,Trevor Lawrence,QB,SEA,starter,22.5,24.6,1.02,0.7972595111249414
1,1181,Dak Prescott,QB,SEA,backup,12.1,11.7,1.05,0.9210468908973293
1,1182,Austin Ekeler,RB,SEA,starter,10.1,11.1,0.96,0.8663074612572549
1,1183,Dalvin Cook II,RB,SEA,rb2,17.0,18.2,1.15,0.8131991996299173
1,1184,Alvin Kamara,RB,SEA,depth,6.6,6.6,0.8,0.6660508256070361
1,1185,Tyler Henry,RB,SEA,depth,3.1,3.4,0.98,0.9042285493905959
1,1186,Jordan Barkley,RB,SEA,depth,2.7,2.6,0.95,0.6731191915281178
1,1187,DeAndre Hopkins,WR,SEA,starter,25.0,24.8,1.16,0.9306797532860716
1,1188,Davante Adams,WR,SEA,wr2,13.6,13.5,1.1,0.6627676269967606
1,1189,Jordan Hopkins,WR,SEA,depth,4.4,4.0,1.09,0.7121149128232034
1,1190,Cooper Kupp,WR,SEA,depth,3.4,3.1,0.9,0.7425934171987634
1,1191,Tyreek Hill,WR,SEA,depth,3.3,3.1,0.88,0.813471151285814
1,1192,Michael Adams,WR,SEA,depth,3.9,3.7,0.89,0.8511815470057635
1,1193,Pat Freiermuth,TE,SEA,starter,6.2,6.5,0.88,0.6555982628026711
1,1194,George Kittle,TE,SEA,backup,3.8,4.0,1.13,0.937229102897004
1,1195,Russell Wilson,QB,LAC,starter,25.9,27.6,0.96,0.6978824371786898
1,1196,Brandon Tagovailoa,QB,LAC,backup,12.7,13.2,0.93,0.7408857022242427
1,1197,Derrick Henry,RB,LAC,starter,12.9,13.4,0.89,0.6768662144013404
1,1198,Brandon Taylor,RB,LAC,rb2,7.9,8.2,0.98,0.856564787600419
1,1199,Marcus Ekeler,RB,LAC,depth,4.5,4.4,0.9,0.8029967929462685
1,1200,Alvin Kamara III,RB,LAC,depth,2.3,2.5,0.89,0.9383671474416703
1,1201,Nick Chubb,RB,LAC,depth,8.4,8.5,1.09,0.8198276230206997
1,1202,Cooper Kupp,WR,LAC,starter,7.2,6.7,0.8,0.8623238582263482
1,1203,Davante Adams,WR,LAC,wr2,13.0,13.9,1.12,0.773775334046038
1,1204,DeAndre Hopkins,WR,LAC,depth,4.1,4.3,1.0,0.9249012588882954
1,1205,Keenan Allen Sr.,WR,LAC,depth,5.9,6.2,1.18,0.8861921152603986
1,1206,Tyreek Hill,WR,LAC,depth,5.3,5.0,1.04,0.7514110778620615
1,1207,Jordan Brown,WR,LAC,depth,3.4,3.3,0.94,0.7493274424274782
1,1208,David Njoku,TE,LAC,starter,11.0,11.5,1.06,0.7938886289883988
1,1209,Darren Waller,TE,LAC,backup,3.1,3.4,0.92,0.663647305559316
1,1210,George Kittle,TE,LAC,backup,4.8,4.4,1.12,0.7811082187815772
1,1211,Jalen Hurts,QB,BAL,starter,23.8,23.0,0.81,0.6565127242603255
1,1212,Tua Tagovailoa,QB,BAL,backup,12.3,12.1,0.95,0.8180573968600572
1,1213,DeShawn Prescott,QB,BAL,backup,11.5,12.2,1.01,0.8552521526185163
1,1214,Jonathan Taylor,RB,BAL,starter,20.7,20.0,1.12,0.8539805076630855
1,1215,Aaron Jones,RB,BAL,rb2,14.6,14.4,0.89,0.8250917523989969
1,1216,Christian McCaffrey Jr.,RB,BAL,depth,3.2,3.2,0.86,0.8668930650552749
1,1217,DK Metcalf,WR,BAL,starter,12.5,13.4,1.08,0.6745131938276264
1,1218,Mike Evans III,WR,BAL,wr2,7.0,6.9,0.83,0.6329131451766397
1,1219,Mike Evans,WR,BAL,depth,8.0,8.0,1.08,0.6175315228667385
1,1220,Stefon Diggs,WR,BAL,depth,8.6,7.9,0.95,0.924665441990089
1,1221,Cooper Kupp,WR,BAL,depth,2.7,2.6,1.17,0.7951530652715284
1,1222,George Kittle,TE,BAL,starter,12.6,13.5,1.12,0.7551183571483423
1,1223,David Njoku,TE,BAL,backup,3.1,2.9,0.81,0.7102290745480926
1,1224,Mark Andrews,TE,BAL,backup,4.4,4.5,1.06,0.928458826194466
1,1225,Kirk Cousins,QB,CLE,starter,19.5,18.0,0.83,0.9483304715095968
1,1226,Lamar Jackson,QB,CLE,backup,16.5,17.6,0.93,0.7883876238694467
1,1227,Marcus Lawrence,QB,CLE,backup,7.1,7.4,0.87,0.8647458602689667
1,1228,Aaron Jones,RB,CLE,starter,11.5,11.7,1.1,0.7239410414195181
1,1229,Aaron Jones III,RB,CLE,rb2,10.2,11.0,0.83,0.8331972858049278
1,1230,Saquon Barkley Sr.,RB,CLE,depth,7.6,8.0,1.14,0.733186125873353
1,1231,Nick Chubb,RB,CLE,depth,4.1,3.7,1.07,0.8264706041106316
1,1232,Alvin Kamara Jr.,RB,CLE,depth,5.2,5.0,1.0,0.7896429696996523
1,1233,Cooper Kupp,WR,CLE,starter,18.6,19.9,1.09,0.9263438816935293
1,1234,Mike Evans III,WR,CLE,wr2,12.0,11.5,0.81,0.8819900415359527
1,1235,DK Metcalf,WR,CLE,depth,6.6,6.8,0.93,0.8369571844711403
1,1236,DeShawn Kupp,WR,CLE,depth,8.9,9.6,1.12,0.9411941221730189
1,1237,Tyreek Hill,WR,CLE,depth,5.8,5.6,0.83,0.8554546623470459
1,1238,Kyle Pitts,TE,CLE,starter,6.9,7.4,0.81,0.8613831532912282
1,1239,Darren Waller,TE,CLE,backup,3.6,3.3,0.91,0.8589680170603905
1,1240,Josh Allen,QB,TB,starter,30.3,30.5,1.11,0.6482088774226488
1,1241,Kirk Cousins Jr.,QB,TB,backup,11.2,11.7,0.85,0.6731399727547543
1,1242,Derrick Henry,RB,TB,starter,12.4,12.3,0.97,0.7675283848900191
1,1243,DeShawn Kamara,RB,TB,rb2,11.4,10.6,0.85,0.8798257680379669
1,1244,Saquon Barkley,RB,TB,depth,6.5,6.8,1.0,0.7179465023180005
1,1245,Joe Mixon III,RB,TB,depth,4.3,4.1,1.08,0.745063088805237
1,1246,Davante Adams,WR,TB,starter,20.6,20.8,1.08,0.6399997841714331
1,1247,A.J. Brown Jr.,WR,TB,wr2,13.3,14.1,1.16,0.6122582903674627
1,1248,A.J. Brown,WR,TB,depth,6.6,7.2,0.91,0.7225403552977356
1,1249,DK Metcalf,WR,TB,depth,5.6,5.1,0.89,0.7994260972336272
1,1250,A.J. Brown,WR,TB,depth,3.3,3.2,1.17,0.7906801019133772
1,1251,Dallas Goedert,TE,TB,starter,9.5,9.1,0.86,0.6449892702528192
1,1252,Jordan Andrews,TE,TB,backup,2.1,2.3,0.98,0.6389141342302437
1,1253,Justin Herbert,QB,LV,starter,17.8,18.4,0.84,0.699618926544483
1,1254,Marcus Allen,QB,LV,backup,8.1,7.5,0.8,0.6370169608881326
1,1255,Christian McCaffrey,RB,LV,starter,19.2,20.7,0.95,0.6846163202174886
1,1256,Alvin Kamara,RB,LV,rb2,12.2,12.5,1.04,0.7564460676424932
1,1257,Alvin Kamara,RB,LV,depth,3.9,3.6,0.85,0.7418400188271038
1,1258,Brandon Ekeler,RB,LV,depth,2.6,2.7,0.87,0.6010426299857438
1,1259,Cooper Kupp,WR,LV,starter,10.4,10.5,1.11,0.6973852597016966
1,1260,DK Metcalf,WR,LV,wr2,11.2,10.4,0.98,0.9068902876048017
1,1261,Cooper Kupp,WR,LV,depth,3.4,3.1,1.15,0.843583652903058
1,1262,Cooper Kupp,WR,LV,depth,2.6,2.8,1.19,0.9070222409590624
1,1263,DK Metcalf,WR,LV,depth,2.9,3.0,1.0,0.8690463946901209
1,1264,Stefon Diggs,WR,LV,depth,6.0,5.8,0.88,0.8788553635457323
1,1265,CeeDee Lamb,WR,LV,depth,5.6,5.6,0.87,0.6092886889887292
1,1266,David Njoku,TE,LV,starter,12.2,11.1,1.03,0.7378402399648006
1,1267,David Njoku,TE,LV,backup,2.7,2.9,1.1,0.7350930334116272
1,1268,Josh Allen,QB,ATL,starter,18.0,16.7,0.85,0.662411293187675
1,1269,Michael Allen,QB,ATL,backup,8.6,8.9,0.84,0.7693139217930682
1,1270,Justin Herbert,QB,ATL,backup,14.8,15.5,1.19,0.6519564402791557
1,1271,Nick Chubb,RB,ATL,starter,15.0,14.9,1.1,0.9341994460965424
1,1272,Brandon Taylor,RB,ATL,rb2,11.2,11.1,0.99,0.6475263874490425
1,1273,Aaron Jones Jr.,RB,ATL,depth,8.4,9.1,1.09,0.7608091284999954
1,1274,Christian McCaffrey,RB,ATL,depth,2.7,2.7,0.91,0.8461125111537713
1,1275,Dalvin Cook,RB,ATL,depth,8.7,9.3,1.15,0.762474414671416
1,1276,Stefon Diggs,WR,ATL,starter,11.4,10.5,0.87,0.8770172690117443
1,1277,A.J. Brown,WR,ATL,wr2,8.4,8.8,0.86,0.765584348864673
1,1278,Michael Hopkins,WR,ATL,depth,6.4,6.3,0.86,0.9094797504966792
1,1279,Tyler Adams,WR,ATL,depth,3.4,3.6,0.91,0.8821720794592003
1,1280,DeAndre Hopkins,WR,ATL,depth,3.2,3.4,1.16,0.6050349593165458
1,1281,George Kittle,TE,ATL,starter,6.2,5.8,0.81,0.9027947543808017
1,1282,Michael Freiermuth,TE,ATL,backup,4.0,3.7,1.14,0.6602103044116934
1,1283,Pat Freiermuth,TE,ATL,backup,7.5,7.5,1.12,0.833570546117817
1,1284,Josh Allen,QB,PIT,starter,20.6,19.6,0.82,0.8438664032128751
1,1285,Josh Allen,QB,PIT,backup,18.6,19.9,1.14,0.711170498802306
1,1286,Jonathan Taylor,RB,PIT,starter,17.2,16.8,0.99,0.8277657425116525
1,1287,Nick Chubb,RB,PIT,rb2,14.2,12.9,1.08,0.8153788170609819
1,1288,DeShawn Barkley,RB,PIT,depth,4.4,4.6,0.85,0.884561844788248
1,1289,Saquon Barkley,RB,PIT,depth,2.0,1.9,0.93,0.6710446614246649
1,1290,Nick Chubb,RB,PIT,depth,3.0,3.3,1.09,0.8131748571258784
1,1291,Tyreek Hill,WR,PIT,starter,20.9,20.2,1.14,0.8145829353990905
1,1292,DK Metcalf,WR,PIT,wr2,8.9,9.1,1.09,0.9127922897991645
1,1293,Cooper Kupp,WR,PIT,depth,5.6,5.1,0.8,0.873218952238919
1,1294,DeAndre Hopkins,WR,PIT,depth,3.2,3.5,1.14,0.906030343938743
1,1295,Davante Adams,WR,PIT,depth,6.3,6.6,1.16,0.8280565367784852
1,1296,CeeDee Lamb II,WR,PIT,depth,3.2,3.2,1.07,0.6348174718004941
1,1297,A.J. Brown,WR,PIT,depth,6.7,7.3,1.15,0.7570507671802782
1,1298,Mark Andrews,TE,PIT,starter,8.4,9.2,0.87,0.7063685581225376
1,1299,Jordan Freiermuth,TE,PIT,backup,3.2,2.9,1.12,0.8864042036788985
1,1300,Jalen Hurts,QB,LAR,starter,18.9,18.3,0.88,0.7311974505660674
1,1301,Jalen Hurts,QB,LAR,backup,14.4,13.6,0.86,0.6301961603389722
1,1302,Austin Ekeler,RB,LAR,starter,26.4,23.9,1.11,0.8855128988263505
1,1303,Jordan Taylor,RB,LAR,rb2,10.6,11.1,1.01,0.8600756777828634
1,1304,Christian McCaffrey Sr.,RB,LAR,depth,4.6,4.2,0.81,0.7614966477262046
1,1305,Tyreek Hill,WR,LAR,starter,13.5,13.7,0.89,0.9087581374543057
1,1306,CeeDee Lamb,WR,LAR,wr2,6.9,6.7,0.99,0.9197055029284911
1,1307,Davante Adams III,WR,LAR,depth,4.6,4.4,0.8,0.6786121748900856
1,1308,Cooper Kupp,WR,LAR,depth,6.8,6.9,1.09,0.8200888395323245
1,1309,Keenan Allen,WR,LAR,depth,4.3,4.7,0.96,0.9410727518028064
1,1310,Davante Adams,WR,LAR,depth,5.0,5.4,1.15,0.7016179558992337
