week,player_id,name,position,team_abbrev,tier,espn_projection,actual_points,beat_projection,outperformance_pct,is_home,spread,over_under,weather,dome,game_type,projected_game_script,high_scoring_game,weather_impact
1,1019,Dalvin Cook,RB,PHI,depth,4.5,0.0,False,-100.0,True,12.6,50.7,Wind,True,interconference,positive,True,True
1,1020,DK Metcalf,WR,PHI,starter,16.6,0.0,False,-100.0,True,12.6,50.7,Wind,True,interconference,positive,True,True
1,1021,Stefon Diggs,WR,PHI,wr2,6.4,9.3,True,46.1,True,12.6,50.7,Wind,True,interconference,positive,True,True
1,1022,Michael Diggs,WR,PHI,depth,5.7,7.8,True,36.2,True,12.6,50.7,Wind,True,interconference,positive,True,True
1,1023,Davante Adams,WR,PHI,depth,7.0,8.7,True,25.0,True,12.6,50.7,Wind,True,interconference,positive,True,True
1,1024,Tyreek Hill,WR,PHI,depth,5.9,5.3,False,-10.7,True,12.6,50.7,Wind,True,interconference,positive,True,True
1,1025,DK Metcalf,WR,PHI,depth,8.0,3.5,False,-56.4,True,12.6,50.7,Wind,True,interconference,positive,True,True
1,1026,Davante Adams Sr.,WR,PHI,depth,7.7,5.1,False,-33.2,True,12.6,50.7,Wind,True,interconference,positive,True,True
1,1027,Travis Kelce,TE,PHI,starter,11.9,18.3,True,54.1,True,12.6,50.7,Wind,True,interconference,positive,True,True
1,1028,Brandon Kittle,TE,PHI,backup,4.0,0.0,False,-100.0,True,12.6,50.7,Wind,True,interconference,positive,True,True
1,1029,Tyler Andrews,TE,PHI,backup,3.6,4.0,False,12.3,True,12.6,50.7,Wind,True,interconference,positive,True,True
1,1030,Tua Tagovailoa,QB,BUF,starter,27.4,34.7,True,26.6,True,-13.3,43.3,None,True,interconference,negative,False,False
1,1031,Brandon Hurts,QB,BUF,backup,12.7,12.0,False,-5.9,True,-13.3,43.3,None,True,interconference,negative,False,False
1,1032,Tua Tagovailoa,QB,BUF,backup,15.9,18.9,False,18.6,True,-13.3,43.3,None,True,interconference,negative,False,False
1,1033,Aaron Jones,RB,BUF,starter,13.6,7.4,False,-45.6,True,-13.3,43.3,None,True,interconference,negative,False,False
1,1034,Nick Chubb III,RB,BUF,rb2,9.7,4.5,False,-54.1,True,-13.3,43.3,None,True,interconference,negative,False,False
1,1035,Aaron Jones Jr.,RB,BUF,depth,4.9,2.7,False,-44.5,True,-13.3,43.3,None,True,interconference,negative,False,False
1,1036,Tyreek Hill,WR,BUF,starter,11.1,17.3,True,56.0,True,-13.3,43.3,None,True,interconference,negative,False,False
1,1037,Keenan Allen,WR,BUF,wr2,12.6,24.6,True,95.5,True,-13.3,43.3,None,True,interconference,negative,False,False
1,1038,Michael Adams,WR,BUF,depth,6.3,3.7,False,-40.8,True,-13.3,43.3,None,True,interconference,negative,False,False
1,1039,DeAndre Hopkins II,WR,BUF,depth,6.9,8.1,False,18.0,True,-13.3,43.3,None,True,interconference,negative,False,False
1,1040,Keenan Allen,WR,BUF,depth,5.1,5.6,False,10.5,True,-13.3,43.3,None,True,interconference,negative,False,False
1,1041,Brandon Metcalf,WR,BUF,depth,7.7,4.0,False,-48.4,True,-13.3,43.3,None,True,interconference,negative,False,False
1,1042,T.J. Hockenson,TE,BUF,starter,9.3,5.2,False,-44.2,True,-13.3,43.3,None,True,interconference,negative,False,False
1,1043,David Njoku,TE,BUF,backup,3.9,1.3,False,-66.8,True,-13.3,43.3,None,True,interconference,negative,False,False
1,1044,Kyle Pitts Jr.,TE,BUF,backup,3.2,4.9,True,52.9,True,-13.3,43.3,None,True,interconference,negative,False,False
1,1045,Josh Allen,QB,DAL,starter,22.9,10.3,False,-55.0,False,-4.3,39.9,Cold,False,divisional,negative,False,True
1,1046,Jalen Hurts,QB,DAL,backup,11.9,9.7,False,-18.7,False,-4.3,39.9,Cold,False,divisional,negative,False,True
1,1047,Justin Herbert,QB,DAL,backup,14.0,17.8,True,27.1,False,-4.3,39.9,Cold,False,divisional,negative,False,True
1,1048,Christian McCaffrey,RB,DAL,starter,15.0,4.5,False,-70.3,False,-4.3,39.9,Cold,False,divisional,negative,False,True
1,1049,Saquon Barkley,RB,DAL,rb2,9.8,16.0,True,63.5,False,-4.3,39.9,Cold,False,divisional,negative,False,True
1,1050,Jonathan Taylor,RB,DAL,depth,3.0,4.5,True,48.5,False,-4.3,39.9,Cold,False,divisional,negative,False,True
1,1051,Tyreek Hill,WR,DAL,starter,12.0,23.8,True,98.4,False,-4.3,39.9,Cold,False,divisional,negative,False,True
1,1052,CeeDee Lamb,WR,DAL,wr2,12.5,10.7,False,-14.4,False,-4.3,39.9,Cold,False,divisional,negative,False,True
1,1053,Stefon Diggs,WR,DAL,depth,2.9,1.7,False,-40.0,False,-4.3,39.9,Cold,False,divisional,negative,False,True
1,1054,A.J. Brown,WR,DAL,depth,6.3,7.7,True,22.1,False,-4.3,39.9,Cold,False,divisional,negative,False,True
1,1055,Jordan Diggs,WR,DAL,depth,8.5,3.7,False,-56.2,False,-4.3,39.9,Cold,False,divisional,negative,False,True
1,1056,Marcus Brown,WR,DAL,depth,4.1,1.6,False,-60.0,False,-4.3,39.9,Cold,False,divisional,negative,False,True
1,1057,Kyle Pitts,TE,DAL,starter,10.1,8.7,False,-14.0,False,-4.3,39.9,Cold,False,divisional,negative,False,True
1,1058,Dallas Goedert,TE,DAL,backup,4.4,5.7,True,28.4,False,-4.3,39.9,Cold,False,divisional,negative,False,True
1,1059,Jalen Hurts,QB,SF,starter,20.4,25.0,True,22.6,True,-8.5,46.4,Snow,False,conference,negative,False,True
1,1060,Tua Tagovailoa,QB,SF,backup,7.8,8.0,False,2.5,True,-8.5,46.4,Snow,False,conference,negative,False,True
1,1061,Derrick Henry,RB,SF,starter,22.8,19.4,False,-14.9,True,-8.5,46.4,Snow,False,conference,negative,False,True
1,1062,Austin Ekeler,RB,SF,rb2,10.1,10.4,False,3.0,True,-8.5,46.4,Snow,False,conference,negative,False,True
1,1063,Aaron Jones,RB,SF,depth,7.7,13.4,True,73.5,True,-8.5,46.4,Snow,False,conference,negative,False,True
1,1064,Michael Taylor,RB,SF,depth,5.6,2.2,False,-61.1,True,-8.5,46.4,Snow,False,conference,negative,False,True
1,1065,Aaron Jones,RB,SF,depth,7.0,4.3,False,-38.9,True,-8.5,46.4,Snow,False,conference,negative,False,True
1,1066,Mike Evans,WR,SF,starter,15.5,12.0,False,-22.4,True,-8.5,46.4,Snow,False,conference,negative,False,True
1,1067,Mike Evans,WR,SF,wr2,6.9,15.0,True,117.7,True,-8.5,46.4,Snow,False,conference,negative,False,True
1,1068,DeAndre Hopkins Jr.,WR,SF,depth,6.2,4.3,False,-31.1,True,-8.5,46.4,Snow,False,conference,negative,False,True
1,1069,Keenan Allen,WR,SF,depth,7.0,5.1,False,-27.8,True,-8.5,46.4,Snow,False,conference,negative,False,True
1,1070,Keenan Allen,WR,SF,depth,4.7,1.9,False,-59.8,True,-8.5,46.4,Snow,False,conference,negative,False,True
1,1071,Cooper Kupp,WR,SF,depth,5.5,6.4,False,16.0,True,-8.5,46.4,Snow,False,conference,negative,False,True
1,1072,Dallas Goedert,TE,SF,starter,12.5,18.2,True,45.6,True,-8.5,46.4,Snow,False,conference,negative,False,True
1,1073,Darren Waller Sr.,TE,SF,backup,4.9,2.5,False,-48.5,True,-8.5,46.4,Snow,False,conference,negative,False,True
1,1074,DeShawn Andrews,TE,SF,backup,4.0,7.2,True,79.8,True,-8.5,46.4,Snow,False,conference,negative,False,True
1,1075,Kirk Cousins,QB,MIA,starter,23.6,48.0,True,103.6,False,-1.4,43.1,Cold,False,conference,neutral,False,True
1,1076,Michael Rodgers,QB,MIA,backup,13.6,11.9,False,-12.2,False,-1.4,43.1,Cold,False,conference,neutral,False,True
1,1077,Justin Herbert,QB,MIA,backup,17.0,9.6,False,-43.8,False,-1.4,43.1,Cold,False,conference,neutral,False,True
1,1078,Dalvin Cook,RB,MIA,starter,14.7,7.0,False,-52.6,False,-1.4,43.1,Cold,False,conference,neutral,False,True
1,1079,Michael Henry,RB,MIA,rb2,12.6,12.6,False,-0.3,False,-1.4,43.1,Cold,False,conference,neutral,False,True
1,1080,Dalvin Cook,RB,MIA,depth,5.8,3.9,False,-32.5,False,-1.4,43.1,Cold,False,conference,neutral,False,True
1,1081,CeeDee Lamb,WR,MIA,starter,10.7,5.8,False,-45.5,False,-1.4,43.1,Cold,False,conference,neutral,False,True
1,1082,Stefon Diggs,WR,MIA,wr2,7.6,12.9,True,69.9,False,-1.4,43.1,Cold,False,conference,neutral,False,True
1,1083,Cooper Kupp,WR,MIA,depth,8.2,8.0,False,-2.7,False,-1.4,43.1,Cold,False,conference,neutral,False,True
1,1084,Mike Evans,WR,MIA,depth,2.2,1.5,False,-30.7,False,-1.4,43.1,Cold,False,conference,neutral,False,True
1,1085,Brandon Brown,WR,MIA,depth,2.8,1.2,False,-57.0,False,-1.4,43.1,Cold,False,conference,neutral,False,True
1,1086,CeeDee Lamb Jr.,WR,MIA,depth,4.3,4.3,False,0.8,False,-1.4,43.1,Cold,False,conference,neutral,False,True
1,1087,DK Metcalf,WR,MIA,depth,3.0,4.1,True,36.9,False,-1.4,43.1,Cold,False,conference,neutral,False,True
1,1088,T.J. Hockenson,TE,MIA,starter,10.9,5.2,False,-52.0,False,-1.4,43.1,Cold,False,conference,neutral,False,True
1,1089,George Kittle Jr.,TE,MIA,backup,5.1,4.0,False,-20.7,False,-1.4,43.1,Cold,False,conference,neutral,False,True
1,1090,David Njoku,TE,MIA,backup,3.0,1.2,False,-61.4,False,-1.4,43.1,Cold,False,conference,neutral,False,True
1,1091,Trevor Lawrence,QB,CIN,starter,22.8,16.2,False,-28.9,True,4.3,39.9,Cold,False,divisional,positive,False,True
1,1092,Russell Wilson,QB,CIN,backup,9.3,13.1,True,41.3,True,4.3,39.9,Cold,False,divisional,positive,False,True
1,1093,Alvin Kamara,RB,CIN,starter,16.2,16.4,False,1.1,True,4.3,39.9,Cold,False,divisional,positive,False,True
1,1094,Austin Ekeler II,RB,CIN,rb2,14.7,21.4,True,45.7,True,4.3,39.9,Cold,False,divisional,positive,False,True
1,1095,Jordan Chubb,RB,CIN,depth,3.6,9.6,True,166.9,True,4.3,39.9,Cold,False,divisional,positive,False,True
1,1096,Davante Adams,WR,CIN,starter,20.2,22.4,False,10.8,True,4.3,39.9,Cold,False,divisional,positive,False,True
1,1097,DK Metcalf,WR,CIN,wr2,12.3,7.8,False,-36.7,True,4.3,39.9,Cold,False,divisional,positive,False,True
1,1098,Mike Evans,WR,CIN,depth,7.3,16.6,True,127.0,True,4.3,39.9,Cold,False,divisional,positive,False,True
1,1099,Tyler Hopkins,WR,CIN,depth,5.9,5.0,False,-15.6,True,4.3,39.9,Cold,False,divisional,positive,False,True
1,1100,A.J. Brown,WR,CIN,depth,3.2,3.5,False,9.5,True,4.3,39.9,Cold,False,divisional,positive,False,True
1,1101,DeShawn Diggs,WR,CIN,depth,8.0,9.1,False,13.9,True,4.3,39.9,Cold,False,divisional,positive,False,True
1,1102,Stefon Diggs,WR,CIN,depth,5.6,3.5,False,-37.0,True,4.3,39.9,Cold,False,divisional,positive,False,True
1,1103,Dallas Goedert,TE,CIN,starter,7.2,4.1,False,-43.1,True,4.3,39.9,Cold,False,divisional,positive,False,True
1,1104,Jordan Andrews,TE,CIN,backup,2.0,1.4,False,-28.7,True,4.3,39.9,Cold,False,divisional,positive,False,True
1,1105,Tyler Goedert,TE,CIN,backup,4.2,2.6,False,-37.0,True,4.3,39.9,Cold,False,divisional,positive,False,True
1,1106,Jalen Hurts,QB,NYJ,starter,26.4,24.8,False,-6.1,True,-5.8,49.0,Wind,True,interconference,negative,True,True
1,1107,Justin Herbert,QB,NYJ,backup,12.2,11.3,False,-7.4,True,-5.8,49.0,Wind,True,interconference,negative,True,True
1,1108,Austin Ekeler,RB,NYJ,starter,17.3,0.3,False,-98.4,True,-5.8,49.0,Wind,True,interconference,negative,True,True
1,1109,Jonathan Taylor,RB,NYJ,rb2,17.4,15.6,False,-10.5,True,-5.8,49.0,Wind,True,interconference,negative,True,True
1,1110,Nick Chubb Sr.,RB,NYJ,depth,5.9,8.5,True,43.8,True,-5.8,49.0,Wind,True,interconference,negative,True,True
1,1111,DK Metcalf,WR,NYJ,starter,20.1,21.8,False,8.6,True,-5.8,49.0,Wind,True,interconference,negative,True,True
1,1112,Brandon Adams,WR,NYJ,wr2,15.5,4.2,False,-73.0,True,-5.8,49.0,Wind,True,interconference,negative,True,True
1,1113,Davante Adams Jr.,WR,NYJ,depth,1.8,5.0,True,178.7,True,-5.8,49.0,Wind,True,interconference,negative,True,True
1,1114,Stefon Diggs,WR,NYJ,depth,2.3,1.5,False,-36.7,True,-5.8,49.0,Wind,True,interconference,negative,True,True
1,1115,Tyler Allen,WR,NYJ,depth,6.0,11.9,True,98.4,True,-5.8,49.0,Wind,True,interconference,negative,True,True
1,1116,Darren Waller,TE,NYJ,starter,11.5,13.4,False,16.5,True,-5.8,49.0,Wind,True,interconference,negative,True,True
1,1117,George Kittle,TE,NYJ,backup,6.4,5.5,False,-14.3,True,-5.8,49.0,Wind,True,interconference,negative,True,True
1,1118,Mark Andrews Sr.,TE,NYJ,backup,2.9,2.4,False,-16.2,True,-5.8,49.0,Wind,True,interconference,negative,True,True
1,1119,Russell Wilson,QB,MIN,starter,28.0,20.6,False,-26.3,True,-2.3,40.0,Cold,False,divisional,neutral,False,True
1,1120,Josh Allen II,QB,MIN,backup,20.5,23.0,False,12.3,True,-2.3,40.0,Cold,False,divisional,neutral,False,True
1,1121,Aaron Jones,RB,MIN,starter,19.9,25.0,True,25.5,True,-2.3,40.0,Cold,False,divisional,neutral,False,True
1,1122,Dalvin Cook,RB,MIN,rb2,10.0,9.1,False,-9.0,True,-2.3,40.0,Cold,False,divisional,neutral,False,True
1,1123,Saquon Barkley,RB,MIN,depth,7.8,8.4,False,7.1,True,-2.3,40.0,Cold,False,divisional,neutral,False,True
1,1124,Tyler Cook,RB,MIN,depth,4.6,1.7,False,-63.5,True,-2.3,40.0,Cold,False,divisional,neutral,False,True
1,1125,DeShawn Ekeler,RB,MIN,depth,2.2,1.7,False,-21.6,True,-2.3,40.0,Cold,False,divisional,neutral,False,True
1,1126,Tyreek Hill,WR,MIN,starter,11.9,17.4,True,46.4,True,-2.3,40.0,Cold,False,divisional,neutral,False,True
1,1127,Cooper Kupp,WR,MIN,wr2,8.1,11.7,True,44.9,True,-2.3,40.0,Cold,False,divisional,neutral,False,True
1,1128,Tyler Brown,WR,MIN,depth,3.5,4.2,False,19.0,True,-2.3,40.0,Cold,False,divisional,neutral,False,True
1,1129,DK Metcalf Jr.,WR,MIN,depth,6.7,11.1,True,66.4,True,-2.3,40.0,Cold,False,divisional,neutral,False,True
1,1130,A.J. Brown,WR,MIN,depth,4.5,1.3,False,-70.9,True,-2.3,40.0,Cold,False,divisional,neutral,False,True
1,1131,T.J. Hockenson,TE,MIN,starter,9.7,11.4,False,17.6,True,-2.3,40.0,Cold,False,divisional,neutral,False,True
1,1132,Darren Waller,TE,MIN,backup,6.2,5.6,False,-9.4,True,-2.3,40.0,Cold,False,divisional,neutral,False,True
1,1133,Kirk Cousins,QB,JAX,starter,16.1,29.7,True,84.4,False,-5.8,42.1,None,False,conference,negative,False,False
1,1134,Lamar Jackson,QB,JAX,backup,10.2,6.4,False,-36.9,False,-5.8,42.1,None,False,conference,negative,False,False
1,1135,Austin Ekeler,RB,JAX,starter,14.0,13.0,False,-7.1,False,-5.8,42.1,None,False,conference,negative,False,False
1,1136,Jonathan Taylor III,RB,JAX,rb2,12.7,9.4,False,-26.2,False,-5.8,42.1,None,False,conference,negative,False,False
1,1137,Jonathan Taylor,RB,JAX,depth,5.8,9.2,True,59.3,False,-5.8,42.1,None,False,conference,negative,False,False
1,1138,Brandon Cook,RB,JAX,depth,6.8,2.3,False,-65.5,False,-5.8,42.1,None,False,conference,negative,False,False
1,1139,Alvin Kamara,RB,JAX,depth,3.4,2.6,False,-24.5,False,-5.8,42.1,None,False,conference,negative,False,False
1,1140,Cooper Kupp,WR,JAX,starter,10.9,15.7,True,43.9,False,-5.8,42.1,None,False,conference,negative,False,False
1,1141,Davante Adams,WR,JAX,wr2,12.0,10.2,False,-15.2,False,-5.8,42.1,None,False,conference,negative,False,False
1,1142,Mike Evans,WR,JAX,depth,4.2,7.9,True,88.4,False,-5.8,42.1,None,False,conference,negative,False,False
1,1143,Brandon Kupp,WR,JAX,depth,3.2,6.2,True,92.7,False,-5.8,42.1,None,False,conference,negative,False,False
1,1144,Davante Adams,WR,JAX,depth,5.7,3.8,False,-33.1,False,-5.8,42.1,None,False,conference,negative,False,False
1,1145,CeeDee Lamb,WR,JAX,depth,9.2,7.2,False,-21.6,False,-5.8,42.1,None,False,conference,negative,False,False
1,1146,Mark Andrews,TE,JAX,starter,6.8,7.0,False,3.0,False,-5.8,42.1,None,False,conference,negative,False,False
1,1147,Dallas Goedert III,TE,JAX,backup,4.2,4.4,False,4.5,False,-5.8,42.1,None,False,conference,negative,False,False
1,1148,Pat Freiermuth II,TE,JAX,backup,4.7,2.4,False,-47.9,False,-5.8,42.1,None,False,conference,negative,False,False
1,1149,Dak Prescott,QB,GB,starter,23.8,32.5,True,36.8,False,8.2,44.7,Rain,False,divisional,positive,False,True
1,1150,Lamar Jackson,QB,GB,backup,16.0,21.8,True,36.1,False,8.2,44.7,Rain,False,divisional,positive,False,True
1,1151,Dak Prescott,QB,GB,backup,8.5,6.4,False,-25.0,False,8.2,44.7,Rain,False,divisional,positive,False,True
1,1152,Christian McCaffrey,RB,GB,starter,20.8,27.8,True,33.8,False,8.2,44.7,Rain,False,divisional,positive,False,True
1,1153,Brandon McCaffrey,RB,GB,rb2,8.2,5.0,False,-38.9,False,8.2,44.7,Rain,False,divisional,positive,False,True
1,1154,Austin Ekeler,RB,GB,depth,6.1,5.9,False,-2.9,False,8.2,44.7,Rain,False,divisional,positive,False,True
1,1155,Tyler Ekeler,RB,GB,depth,6.3,1.9,False,-69.8,False,8.2,44.7,Rain,False,divisional,positive,False,True
1,1156,Austin Ekeler,RB,GB,depth,2.5,3.3,True,32.1,False,8.2,44.7,Rain,False,divisional,positive,False,True
1,1157,DK Metcalf,WR,GB,starter,14.3,18.9,True,32.3,False,8.2,44.7,Rain,False,divisional,positive,False,True
1,1158,CeeDee Lamb,WR,GB,wr2,11.7,19.4,True,66.2,False,8.2,44.7,Rain,False,divisional,positive,False,True
1,1159,CeeDee Lamb Jr.,WR,GB,depth,9.6,10.1,False,5.3,False,8.2,44.7,Rain,False,divisional,positive,False,True
1,1160,Cooper Kupp II,WR,GB,depth,4.8,9.2,True,90.7,False,8.2,44.7,Rain,False,divisional,positive,False,True
1,1161,DK Metcalf,WR,GB,depth,2.7,1.9,False,-28.2,False,8.2,44.7,Rain,False,divisional,positive,False,True
1,1162,DeAndre Hopkins,WR,GB,depth,7.9,8.6,False,9.0,False,8.2,44.7,Rain,False,divisional,positive,False,True
1,1163,David Njoku,TE,GB,starter,6.4,6.2,False,-2.9,False,8.2,44.7,Rain,False,divisional,positive,False,True
1,1164,Mark Andrews,TE,GB,backup,5.1,2.0,False,-61.3,False,8.2,44.7,Rain,False,divisional,positive,False,True
1,1165,George Kittle III,TE,GB,backup,1.7,1.4,False,-16.4,False,8.2,44.7,Rain,False,divisional,positive,False,True
1,1166,Russell Wilson,QB,DET,starter,23.3,27.3,False,17.0,True,8.9,46.4,None,True,divisional,positive,False,False
1,1167,Brandon Prescott,QB,DET,backup,7.1,3.9,False,-44.8,True,8.9,46.4,None,True,divisional,positive,False,False
1,1168,Jonathan Taylor,RB,DET,starter,11.5,15.7,True,36.4,True,8.9,46.4,None,True,divisional,positive,False,False
1,1169,Austin Ekeler,RB,DET,rb2,15.9,13.5,False,-15.1,True,8.9,46.4,None,True,divisional,positive,False,False
1,1170,Marcus Kamara,RB,DET,depth,7.6,1.6,False,-79.3,True,8.9,46.4,None,True,divisional,positive,False,False
1,1171,Davante Adams,WR,DET,starter,8.3,7.4,False,-11.4,True,8.9,46.4,None,True,divisional,positive,False,False
1,1172,Cooper Kupp,WR,DET,wr2,14.1,14.6,False,3.6,True,8.9,46.4,None,True,divisional,positive,False,False
1,1173,A.J. Brown II,WR,DET,depth,4.7,6.3,True,33.6,True,8.9,46.4,None,True,divisional,positive,False,False
1,1174,Tyreek Hill,WR,DET,depth,2.2,2.0,False,-8.5,True,8.9,46.4,None,True,divisional,positive,False,False
1,1175,Marcus Metcalf,WR,DET,depth,6.2,4.4,False,-29.4,True,8.9,46.4,None,True,divisional,positive,False,False
1,1176,Keenan Allen,WR,DET,depth,3.9,1.4,False,-65.3,True,8.9,46.4,None,True,divisional,positive,False,False
1,1177,Evan Engram,TE,DET,starter,10.6,2.8,False,-73.2,True,8.9,46.4,None,True,divisional,positive,False,False
1,1178,Tyler Goedert,TE,DET,backup,5.9,4.0,False,-32.3,True,8.9,46.4,None,True,divisional,positive,False,False
1,1179,Evan Engram,TE,DET,backup,3.2,1.8,False,-43.2,True,8.9,46.4,None,True,divisional,positive,False,False
1,1180,Trevor Lawrence,QB,SEA,starter,22.5,30.4,True,35.2,False,-3.1,44.2,Wind,False,divisional,negative,False,True
1,1181,Dak Prescott,QB,SEA,backup,12.1,3.9,False,-67.4,False,-3.1,44.2,Wind,False,divisional,negative,False,True
1,1182,Austin Ekeler,RB,SEA,starter,10.1,6.0,False,-40.2,False,-3.1,44.2,Wind,False,divisional,negative,False,True
1,1183,Dalvin Cook II,RB,SEA,rb2,17.0,14.9,False,-12.3,False,-3.1,44.2,Wind,False,divisional,negative,False,True
1,1184,Alvin Kamara,RB,SEA,depth,6.6,0.0,False,-100.0,False,-3.1,44.2,Wind,False,divisional,negative,False,True
1,1185,Tyler Henry,RB,SEA,depth,3.1,1.2,False,-62.9,False,-3.1,44.2,Wind,False,divisional,negative,False,True
1,1186,Jordan Barkley,RB,SEA,depth,2.7,3.8,True,39.0,False,-3.1,44.2,Wind,False,divisional,negative,False,True
1,1187,DeAndre Hopkins,WR,SEA,starter,25.0,19.0,False,-24.1,False,-3.1,44.2,Wind,False,divisional,negative,False,True
1,1188,Davante Adams,WR,SEA,wr2,13.6,16.7,True,22.6,False,-3.1,44.2,Wind,False,divisional,negative,False,True
1,1189,Jordan Hopkins,WR,SEA,depth,4.4,8.3,True,89.0,False,-3.1,44.2,Wind,False,divisional,negative,False,True
1,1190,Cooper Kupp,WR,SEA,depth,3.4,2.4,False,-28.0,False,-3.1,44.2,Wind,False,divisional,negative,False,True
1,1191,Tyreek Hill,WR,SEA,depth,3.3,2.2,False,-34.4,False,-3.1,44.2,Wind,False,divisional,negative,False,True
1,1192,Michael Adams,WR,SEA,depth,3.9,8.8,True,125.1,False,-3.1,44.2,Wind,False,divisional,negative,False,True
1,1193,Pat Freiermuth,TE,SEA,starter,6.2,7.6,True,21.9,False,-3.1,44.2,Wind,False,divisional,negative,False,True
1,1194,George Kittle,TE,SEA,backup,3.8,5.5,True,45.6,False,-3.1,44.2,Wind,False,divisional,negative,False,True
1,1195,Russell Wilson,QB,LAC,starter,25.9,53.4,True,106.4,False,-8.6,45.6,None,False,divisional,negative,False,False
1,1196,Brandon Tagovailoa,QB,LAC,backup,12.7,2.0,False,-83.9,False,-8.6,45.6,None,False,divisional,negative,False,False
1,1197,Derrick Henry,RB,LAC,starter,12.9,14.0,False,8.6,False,-8.6,45.6,None,False,divisional,negative,False,False
1,1198,Brandon Taylor,RB,LAC,rb2,7.9,4.3,False,-45.9,False,-8.6,45.6,None,False,divisional,negative,False,False
1,1199,Marcus Ekeler,RB,LAC,depth,4.5,5.9,True,32.0,False,-8.6,45.6,None,False,divisional,negative,False,False
1,1200,Alvin Kamara III,RB,LAC,depth,2.3,2.8,True,20.0,False,-8.6,45.6,None,False,divisional,negative,False,False
1,1201,Nick Chubb,RB,LAC,depth,8.4,7.2,False,-14.6,False,-8.6,45.6,None,False,divisional,negative,False,False
1,1202,Cooper Kupp,WR,LAC,starter,7.2,10.0,True,38.9,False,-8.6,45.6,None,False,divisional,negative,False,False
1,1203,Davante Adams,WR,LAC,wr2,13.0,21.1,True,62.2,False,-8.6,45.6,None,False,divisional,negative,False,False
1,1204,DeAndre Hopkins,WR,LAC,depth,4.1,1.4,False,-67.0,False,-8.6,45.6,None,False,divisional,negative,False,False
1,1205,Keenan Allen Sr.,WR,LAC,depth,5.9,0.0,False,-100.0,False,-8.6,45.6,None,False,divisional,negative,False,False
1,1206,Tyreek Hill,WR,LAC,depth,5.3,2.0,False,-61.5,False,-8.6,45.6,None,False,divisional,negative,False,False
1,1207,Jordan Brown,WR,LAC,depth,3.4,3.2,False,-5.7,False,-8.6,45.6,None,False,divisional,negative,False,False
1,1208,David Njoku,TE,LAC,starter,11.0,6.8,False,-38.6,False,-8.6,45.6,None,False,divisional,negative,False,False
1,1209,Darren Waller,TE,LAC,backup,3.1,4.7,True,53.2,False,-8.6,45.6,None,False,divisional,negative,False,False
1,1210,George Kittle,TE,LAC,backup,4.8,3.6,False,-25.0,False,-8.6,45.6,None,False,divisional,negative,False,False
1,1211,Jalen Hurts,QB,BAL,starter,23.8,29.6,True,24.5,True,5.8,42.1,None,False,conference,positive,False,False
